"ID","TITLE","TIER","TAGS"
"1344","축구","Gold 5","다이나믹 프로그래밍|수학|조합론|확률론"
"1345","등차수열","Gold 4","수학"
"1346","탑을 향해서","Platinum 4","강한 연결 요소|그래프 이론|다이나믹 프로그래밍|방향 비순환 그래프"
"1347","미로 만들기","Silver 2","구현|시뮬레이션"
"1348","주차장","Platinum 2","그래프 이론|그래프 탐색|너비 우선 탐색|이분 매칭|이분 탐색"
"1349","건축가의 나라","Platinum 2","그래프 이론|그리디 알고리즘|최소 스패닝 트리"
"1350","진짜 공간","Bronze 2","사칙연산|수학"
"1351","무한 수열","Gold 5","다이나믹 프로그래밍|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"1352","문자열","Gold 1","그리디 알고리즘|백트래킹|역추적"
"1353","합과 곱","Platinum 5","미적분학|수학"
"1354","무한 수열 2","Gold 5","다이나믹 프로그래밍|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"1355","구멍난 케이크 자르기","Gold 2","구현|그래프 이론|그래프 탐색|수학"
"1356","유진수","Bronze 1","구현|문자열|브루트포스 알고리즘|사칙연산|수학"
"1357","뒤집힌 덧셈","Bronze 2","구현|문자열"
"1358","하키","Silver 4","기하학"
"1359","복권","Silver 4","브루트포스 알고리즘|수학|조합론|확률론"
"1360","되돌리기","Gold 5","구현"
"1361","두 스트링 마스크","Gold 4","문자열|브루트포스 알고리즘"
"1362","펫","Bronze 2","구현|시뮬레이션"
"1363","트리","Platinum 4","다이나믹 프로그래밍"
"1364","울타리 치기","Gold 3","수학"
"1365","꼬인 전깃줄","Gold 2","가장 긴 증가하는 부분 수열 문제|이분 탐색"
"1366","기타 코드","Gold 4","구현|브루트포스 알고리즘"
"1367","타브 악보","Gold 3","구현"
"1368","물대기","Gold 2","그래프 이론|최소 스패닝 트리"
"1369","배열값","Gold 1","그리디 알고리즘|다이나믹 프로그래밍|수학"
"1370","전쟁 - 화계가 아닌 수계","Diamond 4","그래프 이론|그래프 탐색|깊이 우선 탐색|데이크스트라|분리 집합|우선순위 큐|자료 구조|작은 집합에서 큰 집합으로 합치는 테크닉|최단 경로"
"1371","가장 많은 글자","Bronze 2","구현|문자열"
"1372","단어 합치기","Platinum 2","다이나믹 프로그래밍|문자열|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"1373","2진수 8진수","Bronze 1","문자열|수학"
"1374","강의실","Gold 5","그리디 알고리즘|우선순위 큐|자료 구조|정렬"
"1375","나이","Gold 2","그래프 이론|그래프 탐색|깊이 우선 탐색|너비 우선 탐색|문자열|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"1376","민식우선탐색","Platinum 2","그래프 이론|그래프 탐색|깊이 우선 탐색|세그먼트 트리|이분 탐색|자료 구조"
"1377","버블 소트","Gold 2","정렬"
"1378","증가 수열","Platinum 3","다이나믹 프로그래밍"
"1379","강의실 2","Gold 3","그리디 알고리즘|우선순위 큐|자료 구조|정렬"
"1380","귀걸이","Silver 5","구현|문자열"
"1384","메시지","Silver 5","구현"
"1385","벌집","Platinum 5","구현|그래프 이론|그래프 탐색|너비 우선 탐색"
"1386","f와 g","Ruby 4","고속 푸리에 변환|분할 정복|생성 함수|수학"
"1387","행렬 교환","Platinum 2","그래프 이론|최대 유량|최소 비용 최대 유량"
"1388","바닥 장식","Silver 4","격자 그래프|구현|그래프 이론|그래프 탐색"
"1389","케빈 베이컨의 6단계 법칙","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색|최단 경로|플로이드–워셜"
"1390","테트리스","Platinum 2","구현|다이나믹 프로그래밍|많은 조건 분기|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"1391","종이접기","Platinum 2","스택|애드 혹|자료 구조|정렬"
"1392","노래 악보","Bronze 2","구현"
"1393","음하철도 구구팔","Silver 1","브루트포스 알고리즘|수학|정수론"
"1394","암호","Gold 5","문자열|수학|자료 구조|조합론|집합과 맵|해시를 사용한 집합과 맵"
"1395","스위치","Platinum 3","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"1396","크루스칼의 공","Platinum 1","그래프 이론|병렬 이분 탐색|분리 집합|이분 탐색|자료 구조|최소 공통 조상|최소 스패닝 트리|트리"
"1397","인화철도 구구칠","Unrated",
"1398","동전 문제","Gold 2","그리디 알고리즘|다이나믹 프로그래밍"
"1399","보물의 위치","Platinum 5","수학|애드 혹|정수론"
"1400","화물차","Gold 1","구현|그래프 이론|그래프 탐색|너비 우선 탐색|데이크스트라|최단 경로"
"1401","요컨대 형택이의 사탕봉지","Platinum 3","런타임 전의 전처리|많은 조건 분기|브루트포스 알고리즘|수학|애드 혹"
"1402","아무래도이문제는A번난이도인것같다","Silver 5","수학|애드 혹|해 구성하기"
"1404","토너먼트 승자","Silver 1","구현|브루트포스 알고리즘|수학|확률론"
"1405","미친 로봇","Gold 4","그래프 이론|그래프 탐색|깊이 우선 탐색|백트래킹|브루트포스 알고리즘|수학|확률론"
"1406","에디터","Silver 2","스택|연결 리스트|자료 구조"
"1407","2로 몇 번 나누어질까","Gold 4","수학"
"1408","24","Bronze 2","구현|사칙연산|수학"
"1409","점 칠하기","Gold 1","브루트포스 알고리즘"
"1410","패턴의 개수","Platinum 4","다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍|수학|조합론|포함 배제의 원리"
"1411","비슷한 단어","Silver 2","구현|문자열|브루트포스 알고리즘|집합과 맵"
"1412","일방통행","Platinum 5","그래프 이론|방향 비순환 그래프|위상 정렬"
"1413","박스 안의 열쇠","Platinum 5","다이나믹 프로그래밍|수학|조합론"
"1414","불우이웃돕기","Gold 3","그래프 이론|문자열|최소 스패닝 트리"
"1415","사탕","Gold 1","다이나믹 프로그래밍|배낭 문제|소수 판정|수학|에라토스테네스의 체|정수론"
"1416","팬 서비스","Platinum 4","다이나믹 프로그래밍|포함 배제의 원리"
"1417","국회의원 선거","Silver 5","구현|그리디 알고리즘|시뮬레이션|우선순위 큐|자료 구조"
"1418","K-세준수","Silver 5","브루트포스 알고리즘|소수 판정|소인수분해|수학|에라토스테네스의 체|정수론"
"1419","등차수열의 합","Gold 5","많은 조건 분기|수학|애드 혹"
"1420","학교 가지마!","Platinum 2","격자 그래프|그래프 이론|최대 유량|최대 유량 최소 컷 정리"
"1421","나무꾼 이다솜","Silver 1","구현|브루트포스 알고리즘"
"1422","숫자의 신","Platinum 4","그리디 알고리즘|정렬"
"1423","원숭이 키우기","Gold 1","다이나믹 프로그래밍"
"1424","새 앨범","Gold 5","많은 조건 분기|수학"
"1425","원숭이 땅을 옮기다","Gold 2","삼분 탐색|이분 탐색"
"1426","카드 넣기","Platinum 4","그리디 알고리즘|자료 구조|정렬|집합과 맵|트리를 사용한 집합과 맵"
"1427","소트인사이드","Silver 5","문자열|정렬"
"1428","다각형의 개수","Platinum 2","구현|기하학|브루트포스 알고리즘|오일러 지표 (χ=V-E+F)"
"1429","결혼","Gold 2","그래프 이론|브루트포스 알고리즘|비트마스킹"
"1430","공격","Gold 4","그래프 이론|그래프 탐색|기하학|너비 우선 탐색|최단 경로"
"1431","시리얼 번호","Silver 3","문자열|정렬"
"1432","그래프 수정","Platinum 4","그래프 이론|방향 비순환 그래프|우선순위 큐|위상 정렬|자료 구조"
"1433","화학 실험","Gold 1","그리디 알고리즘|두 포인터"
"1434","책 정리","Bronze 2","구현|사칙연산|수학"
"1435","네 점","Platinum 5","3차원 기하학|기하학|수학"
"1436","영화감독 숌","Silver 5","브루트포스 알고리즘"
"1437","수 분해","Gold 4","그리디 알고리즘|수학"
"1438","가장 작은 직사각형","Gold 2","기하학|브루트포스 알고리즘"
"1439","뒤집기","Silver 5","그리디 알고리즘|문자열"
"1440","타임머신","Bronze 2","구현|브루트포스 알고리즘"
"1441","나누어 질까","Gold 1","수학|유클리드 호제법|정수론|포함 배제의 원리"
"1442","멋진 수","Platinum 3","다이나믹 프로그래밍|수학|자릿수를 이용한 다이나믹 프로그래밍"
"1443","망가진 계산기","Gold 3","백트래킹|브루트포스 알고리즘|자료 구조|집합과 맵"
"1444","숌 언어","Platinum 2","이분 매칭"
"1445","일요일 아침의 데이트","Gold 2","그래프 이론|데이크스트라|최단 경로"
"1446","지름길","Silver 1","그래프 이론|다이나믹 프로그래밍|데이크스트라|최단 경로"
"1447","보호 천막","Unrated",
"1448","삼각형 만들기","Silver 3","그리디 알고리즘|수학|정렬"
"1449","수리공 항승","Silver 3","그리디 알고리즘|정렬"
"1450","냅색문제","Gold 1","이분 탐색|중간에서 만나기"
"1451","직사각형으로 나누기","Gold 4","구현|누적 합|많은 조건 분기|브루트포스 알고리즘"
"1452","숌 크로스워드","Unrated",
"1453","피시방 알바","Bronze 2","구현"
"1454","세비 게임","Gold 5","구현|브루트포스 알고리즘|시뮬레이션"
"1455","뒤집기 II","Silver 1","그리디 알고리즘"
"1456","거의 소수","Gold 5","소수 판정|수학|에라토스테네스의 체|정수론"
"1457","정확해","Platinum 5","수학|정수론"
"1458","종이 겹치기","Unrated",
"1459","걷기","Silver 3","많은 조건 분기|수학"
"1460","진욱이의 농장","Gold 3","누적 합|다이나믹 프로그래밍|브루트포스 알고리즘|이분 탐색"
"1461","도서관","Gold 4","그리디 알고리즘|정렬"
"1462","퀴즈쇼","Platinum 4","누적 합|다이나믹 프로그래밍"
"1463","1로 만들기","Silver 3","다이나믹 프로그래밍"
"1464","뒤집기 3","Gold 4","그리디 알고리즘|덱|자료 구조"
"1465","배열 고치기","Platinum 4","그리디 알고리즘|비트마스킹|수학"
"1466","그림 고치기","Gold 2","구현|그래프 이론|그래프 탐색|너비 우선 탐색|분리 집합|자료 구조"
"1467","수 지우기","Platinum 2","그리디 알고리즘"
"1468","네트워크","Platinum 1","다이나믹 프로그래밍|생성 함수|수학|정수론|조합론|트리"
"1469","숌 사이 수열","Gold 5","백트래킹|브루트포스 알고리즘"
"1470","올림픽 게임","Platinum 5","그리디 알고리즘|다이나믹 프로그래밍"
"1471","사탕 돌리기","Platinum 5","강한 연결 요소|그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|함수형 그래프"
"1472","전화번호","Gold 1","런타임 전의 전처리|애드 혹"
"1473","미로 탈출","Platinum 5","격자 그래프|그래프 이론|그래프 탐색|너비 우선 탐색|비트마스킹"
"1474","밑 줄","Silver 1","그리디 알고리즘|문자열"
"1475","방 번호","Silver 5","구현"
"1476","날짜 계산","Silver 5","브루트포스 알고리즘|수학|정수론"
"1477","휴게소 세우기","Gold 4","매개 변수 탐색|이분 탐색"
"1478","정사각형","Gold 4","값 / 좌표 압축|기하학|다이나믹 프로그래밍|브루트포스 알고리즘"
"1479","네 부분문자열","Platinum 3","다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"1480","보석 모으기","Platinum 5","다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"1481","숌 사각형","Gold 3","백트래킹"
"1482","같은 자리 수","Platinum 2","그리디 알고리즘|백트래킹|자릿수를 이용한 다이나믹 프로그래밍"
"1483","저항","Unrated",
"1484","다이어트","Gold 5","두 포인터|수학"
"1485","정사각형","Silver 3","기하학|정렬"
"1486","등산","Gold 2","그래프 이론|데이크스트라|최단 경로|플로이드–워셜"
"1487","물건 팔기","Silver 4","브루트포스 알고리즘"
"1488","숌트링","Gold 4","많은 조건 분기|애드 혹"
"1489","대결","Gold 1","그리디 알고리즘|다이나믹 프로그래밍|정렬"
"1490","자리수로 나누기","Gold 5","브루트포스 알고리즘|수학"
"1491","나선","Silver 4","구현|시뮬레이션"
"1492","합","Platinum 2","다이나믹 프로그래밍|모듈로 곱셈 역원|분할 정복을 이용한 거듭제곱|수학|정수론|조합론"
"1493","박스 채우기","Gold 2","그리디 알고리즘|분할 정복|수학"
"1494","절댓값 수열","Platinum 1","많은 조건 분기|수학|유클리드 호제법|정수론"
"1495","기타리스트","Silver 1","다이나믹 프로그래밍"
"1496","기타 고르기","Gold 4","누적 합|다이나믹 프로그래밍"
"1497","기타콘서트","Silver 1","백트래킹|브루트포스 알고리즘|비트마스킹|수학|조합론"
"1498","주기문","Platinum 4","KMP|문자열"
"1499","뒤집기 수열","Gold 1","그래프 이론|그래프 탐색|너비 우선 탐색|다이나믹 프로그래밍|자료 구조|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵"
"1500","최대 곱","Silver 2","수학"
"1501","영어 읽기","Gold 5","문자열|자료 구조|집합과 맵|파싱|해시를 사용한 집합과 맵"
"1502","숫자 퍼즐 ≤ 8","Platinum 5","백트래킹|홀짝성"
"1503","세 수 고르기","Silver 2","브루트포스 알고리즘"
"1504","특정한 최단 경로","Gold 4","그래프 이론|데이크스트라|최단 경로"
"1505","불 켜기","Platinum 4","그리디 알고리즘|브루트포스 알고리즘|비트마스킹"
"1506","경찰서","Platinum 5","강한 연결 요소|그래프 이론"
"1507","궁금한 민호","Gold 2","그래프 이론|최단 경로|플로이드–워셜"
"1508","레이스","Gold 2","그리디 알고리즘|매개 변수 탐색|역추적|이분 탐색"
"1509","팰린드롬 분할","Gold 1","다이나믹 프로그래밍"
"1510","이등변 삼각형","Platinum 5","기하학|브루트포스 알고리즘|수학|조합론"
"1511","숫자 만들기","Platinum 5","그리디 알고리즘"
"1512","주기문으로 바꾸기","Gold 5","그리디 알고리즘|문자열|브루트포스 알고리즘"
"1513","경로 찾기","Gold 2","다이나믹 프로그래밍"
